,name,num
11222,prophet,7.0
201028,depravity,3.0
206472,masterpiece,2.0
234109,downtrodden,1.0
234110,saviour,1.0
390,skateboarding,24.0
956,almanac,1.0
12026,alternate history,5.0
33888,electric guitar,4.0
172251,walking cane,2.0
196664,high school dance,1.0
226370,hoverboard,1.0
226371,video phone,1.0
386,railroad robber,4.0
957,indian territory,10.0
1544,locomotive,3.0
10511,western,10.0
2845,seaquake,1.0
189411,disaster film,22.0
18211,loss of loved one,6.0
1462,samurai,90.0
4631,looting,2.0
5329,rice,5.0
33558,practice,2.0
208244,16th century,11.0
2045,cynic,6.0
4315,courtly life,3.0
34221,gender roles,10.0
4234,guild,1.0
4235,duke,9.0
4743,jihad,3.0
6074,spice,5.0
194063,messiah,7.0
197602,denunciation,11.0
41511,cross,7.0
162708,mary magdalene,2.0
716,vatican,20.0
6548,the rapture,4.0
10062,religious conversion,4.0
12654,armageddon,6.0
161264,religious fanatic,15.0
160089,underage,2.0
208445,virginity,12.0
9678,mind control,34.0
207069,behavior,1.0
192519,emigrant,15.0
4300,parachute,10.0
4302,troops,9.0
4303,waffen ss,2.0
4304,omaha beach,2.0
11108,american flag,4.0
11111,war memorial,1.0
11371,deserted town,3.0
5621,american football coach,7.0
8338,coach,25.0
10310,leprechaun,11.0
9401,sherlock holmes,37.0
155325,cartoon mouse,8.0
179294,counterfeiting ring,1.0
155645,auto mechanic,2.0
179213,monte carlo rally,2.0
180194,spellcasting,1.0
3256,infant,7.0
6380,shrinking,9.0
7035,riesen insekten,2.0
8515,biene,1.0
209140,negotiator,3.0
10132,matchmaking,7.0
18008,divorced,3.0
168211,twins separated at birth,4.0
10456,athlete,19.0
41391,tequila,3.0
200739,driveway,1.0
213118,sportscaster,2.0
5956,stuntman,21.0
11830,hot tub,7.0
12093,special effects,4.0
14599,birthday cake,2.0
50244,making of,10.0
166297,set,2.0
166300,location,1.0
166309,documentary crew,2.0
166310,cast,1.0
166313,effects,1.0
166321,film union,1.0
166323,horror filmmaking,7.0
166339,prop,1.0
15055,kissing,14.0
209003,gentile,1.0
2548,kleptomania,4.0
178210,marital problem,6.0
215579,hypnotherapy,1.0
14737,economics,35.0
156338,corporate greed,4.0
1660,suppressed past,18.0
177362,tax evasion,3.0
3460,russian revolution 1917,5.0
163484,senior citizen,8.0
220195,daughter–in–law,5.0
8629,made for cable tv,22.0
3700,garbage,9.0
18058,pig mask,5.0
18127,new neighbor,6.0
162993,dark humor,9.0
183953,madman,8.0
10287,skydiving,3.0
11695,automobile,5.0
33979,surprise party,3.0
161188,austin texas,3.0
168697,firework,2.0
168700,dusty,1.0
168701,stunt flying,1.0
4581,jam,2.0
174594,nazi resistance,2.0
156207,ear cut off,1.0
198910,child smoking cigarette,1.0
198912,riding freight train,1.0
191117,disney,4.0
230873,animal lead,7.0
236685,walt disney,1.0
5938,mermaid,24.0
11017,spell,10.0
190406,bargain,1.0
41132,hockey game,1.0
41401,winning,1.0
191222,the big game,6.0
161174,christmas carol,5.0
174240,juvenile crime,3.0
174243,child empowerment,1.0
174245,boy singer,1.0
174252,name change,1.0
174258,juvenile detention,1.0
47972,native peoples,7.0
155586,spinach,1.0
223172,abandoned baby,2.0
5350,eagle,7.0
5344,bottle,4.0
10591,energy,5.0
14617,mole,6.0
156168,hole,5.0
158027,tide,1.0
198756,aladdin,3.0
209649,wizard of oz,1.0
175091,flying man,1.0
175103,pilot hero,2.0
175107,nazi collaborator,2.0
208289,1980s,55.0
7430,sleeping beauty,5.0
34137,dungeon,9.0
179411,based on fairy tale,13.0
223448,fairies,4.0
3986,spider,30.0
163075,sideshow,8.0
230951,lightning rod,1.0
282,video game,48.0
174599,swing dancing,1.0
11696,underage drinking,6.0
232798,seventeen,1.0
2221,meteorology,2.0
3912,tv duel,4.0
6340,weatherman,2.0
160730,wild comedy,1.0
160736,blow,1.0
160738,neominstrelsy,1.0
160741,phone book,2.0
160742,sharecropper,3.0
160743,tennis court,2.0
11427,movie reference,2.0
3455,just married,6.0
4491,marriage contract,3.0
188083,brain surgeon,3.0
5522,grand canyon,7.0
15118,ensemble,1.0
15119,mugger,1.0
15120,kindness,3.0
158072,man eaten by monster,6.0
223438,based on young adult novel,66.0
162767,thuggee,1.0
167106,conveyor belt,2.0
174465,mine car,1.0
174468,rope bridge,4.0
174469,belching,1.0
174472,child driving a car,1.0
174476,eating brains,1.0
174480,splits,1.0
603,elves,26.0
611,hobbit,7.0
2137,totalitarian regime,12.0
8202,big brother,3.0
162331,orwellian,1.0
2858,sacrifice,30.0
3680,apparats and technics,1.0
4376,lorry,5.0
5046,automation,2.0
10547,arcade,13.0
169658,exploding gasoline station,2.0
4914,malice,4.0
8874,st. bernard's dog,4.0
9862,dam,11.0
18064,singing in a car,4.0
158303,rabies,7.0
158307,rabid dog,2.0
158317,rabbit hole,1.0
199236,mad dog,2.0
7063,children gang,2.0
11083,paganism,5.0
11266,evil preacher,1.0
162766,religious cult,11.0
190624,killer child,6.0
238141,stephen king,1.0
34004,second chance,8.0
166631,loan shark,10.0
207697,accountant,7.0
2967,leonardo da vinci,2.0
196905,step siblings,4.0
232987,brigands,4.0
233134,classism,2.0
234073,bandits,2.0
236376,commoner,1.0
236377,emotional abuse,1.0
209005,boring,1.0
159339,safecracker,8.0
209053,rosh hashanah,1.0
1531,mountain lake,3.0
14873,tenement,6.0
193266,croupier,3.0
199029,dealer,6.0
206836,hippy,4.0
236908,lemons,1.0
41402,invalid,6.0
5333,guest,10.0
11511,unfaithful boyfriend,4.0
170184,playboy magazine,2.0
170189,suburbanite,1.0
170191,short sightedness,1.0
170192,chop shop,1.0
170195,homeless man,6.0
170199,stitches,1.0
170200, expressway,1.0
170202,carrying someone,1.0
170206,tow truck driver,1.0
170209,frat party,4.0
170215,hanging from a rooftop,1.0
170217,held hostage,1.0
170219,auto theft,4.0
6951,biker,32.0
160132,male fantasy,1.0
4455,snail,5.0
194258,shell,1.0
6013,chemistry,2.0
14752,potion,4.0
169903,drying self with towel,1.0
169908,animal human communication,1.0
169909,spiderweb,2.0
169911,sentimental,2.0
158324,runt,1.0
158328,river crossing,1.0
3905,owl,10.0
5457,mythical creature,10.0
188847,crystal,3.0
2355,american dream,20.0
7328,hanukah,1.0
7329,pogrom,2.0
230843,gump,1.0
10280,farce,25.0
160140,exchange student,3.0
633,record store,5.0
10216,outcast,8.0
11798,slumber party,7.0
202540,origin,3.0
171612,secret admirer,3.0
171626,post college,2.0
159955,cavemen,21.0
178645,prehistoric adventure,12.0
183414,prehistoric times,12.0
191348,neanderthal,2.0
192918,prehistoric man,9.0
8028,botswana,2.0
155296,kalahari,3.0
155297,bushman,2.0
155298,aeroplane,3.0
155300,tribal,5.0
3513,safari,12.0
3823,weather manipulation,2.0
208974,nursing school,1.0
208975,nomad,2.0
10561,video camera,14.0
168659,murderer duo,2.0
8685,anti-christ,16.0
18401,contemporary setting,2.0
41600,laundry,4.0
163055,satanic cult,8.0
172376,lucky charm,1.0
172382,woman in jeopardy,5.0
172383,eating disorder,8.0
190083,gnome,1.0
207372,quest,12.0
4015,aggression by plant,4.0
6388,tomato,5.0
6401,vegetable,5.0
9660,low-budget,22.0
6847,malaysia,3.0
9259,vampire hunter,10.0
14731,martial arts master,11.0
14935,disarming someone,3.0
40884,blade,7.0
162301,english subtitles in original,2.0
168859,hypodermic needle,6.0
175023,microscope,2.0
175036,secret headquarters,1.0
175041,bullet dodging,1.0
175042,bullet time,4.0
175048,kicked in the groin,2.0
175049,x rayed skeleton,1.0
175050,mouth guard,1.0
202703,deadly,10.0
206695,master warrior,3.0
10106,ballroom dancing,8.0
171400,fraternity house,4.0
171401,pot,3.0
171411,teen suicide,6.0
171416,autopsy room,2.0
4721,violin,19.0
8608,violinist,12.0
3891,giant snake,10.0
5941,calypso,3.0
6022,arts,8.0
7925,child bride,2.0
47024,pin,1.0
196433,ruby,1.0
4814,banquet,3.0
4942,victim of murder,18.0
5575,footlocker,1.0
11440,long take,16.0
180824,spiritualist,6.0
156026,east germany,8.0
156938,insurance,8.0
41721,physician,2.0
165064,frenchman,2.0
165368,inter cultural,2.0
236911,cymbals,1.0
4183,wife,50.0
4908,leave,9.0
3356,quebec,24.0
33608,gardener,8.0
185528,blackmailer,4.0
226409,crisis of conscience,2.0
235910,innocent suspect,1.0
238046,rectory,1.0
238048,seal of confessional,1.0
584,perfect crime,5.0
8562,lighter,1.0
167020,husband wife estrangement,2.0
199939,cocktail party,2.0
234216,tennis match,1.0
238821,tennis pro,1.0
164275,doo wop,1.0
164282,showbiz,2.0
164290,crowd,2.0
164294,black singer,1.0
164296,addict,13.0
164306,legal battle,2.0
3873,sorcerer's apprentice,9.0
14899,white suit,2.0
155714,al capone,3.0
168590,tough cop,4.0
177354,treasury agent,1.0
177359,untouchable,1.0
177364,jury tampering,1.0
177370,rule of law,2.0
177372,rooftop chase,2.0
177380,cutting face while shaving,1.0
181385,freighter,3.0
195410,fundraiser,1.0
18395,dance music,2.0
3310,penitentiary,4.0
163000,lifeboat,5.0
167700,steward,2.0
188766,radio operator,1.0
180826,aircraft factory,1.0
18040,loan,5.0
174815,cornwall england,3.0
233409,plunder,1.0
236546,cutthroat,1.0
236547,smugglers den,1.0
236548,law officer,2.0
236549,organized shipwrecking,1.0
236550,corrupt magistrate,1.0
236552,shipwrecking band,1.0
236553,loyal wife,1.0
236554,cornish coast,1.0
4526,concussion,2.0
154786,old lady,4.0
236458,magician,3.0
236558,adulterous couple,1.0
6845,saboteur,7.0
163228,runaway train,3.0
207681,macguffin,1.0
236523,stolen necklace,1.0
236524,runaway bus,1.0
157768,vaudeville,16.0
184816,blackface,3.0
189931,guilty conscience,3.0
191485,coastal village,2.0
209979,isle of man,2.0
234663,best friends,6.0
236465,seafarer,2.0
236488,deemster,1.0
237185,public disgrace,1.0
12203,riches,3.0
181203,headmaster,7.0
186714,fall guy,1.0
189438,expulsion,3.0
209222,misfortune,3.0
236482,school student,1.0
236483,wrongly punished,1.0
236484,dancehall,1.0
236485,paid dance companion,1.0
236486,stage show performer,1.0
9813,french riviera,8.0
166812,prize fighter,3.0
163119,injustice,12.0
167198,fashion show,4.0
167200,fashion model,11.0
194568,alfred hitchcock,4.0
196782,serial murders,7.0
7496,gain,8.0
191494,numbers,4.0
209071,child like,1.0
215184,chivalry,4.0
11122,german officer,4.0
221393,demolition derby,1.0
2248,moderator,7.0
155646,kickboxer,5.0
158438,lost shoe,2.0
9808,cult comedy,20.0
161823,physical comedy,3.0
170827,sex comedy,28.0
14714,summer vacation,28.0
162804,sexual awakening,16.0
171341,underage sex,1.0
201156,debut,1.0
161279,mysticism,11.0
161280,biblical plagues,2.0
221385,gnosticism,5.0
10910,wealthy,8.0
4404,guantanamo bay,4.0
4405,marine corps,10.0
4406,military court,5.0
4407,code red,1.0
4408,command,1.0
163189,court martial,4.0
227642,platoon leader,1.0
227890,military law,3.0
4900,shortage of money,11.0
200784,detox,2.0
163599,death of parent,4.0
11448,two man army,3.0
167350,consul,1.0
167352,crime lord,8.0
167362,art treasures,1.0
167366,reference to chelsea clinton,1.0
167371,roses are red poem,1.0
5905,father,69.0
11296,choice,1.0
199551,insane,3.0
209051,adopted son,4.0
10038,audi,2.0
13068,impostor,10.0
14678,case,3.0
157168,ice skating,7.0
157238,computer expert,6.0
159669,ex kgb,3.0
159679,preparation,1.0
159685,cellular phone trace,1.0
159688,merry go round,2.0
2861,gallery,10.0
15478,art gallery,11.0
217311,sex party,6.0
7041,sahara,7.0
11031,guerrilla warfare,6.0
189399,militant,2.0
194451,social issues,17.0
220770,free cinema,2.0
677,atomkrieg,4.0
6770,dr. fu man chu,1.0
6776,yellow diamant,1.0
11100,giant monster,53.0
219368,giant ant,1.0
1445,ice,20.0
4711,norwegian,8.0
14728,antarctica,6.0
14729,shape shifting alien,2.0
155821,sled dogs,3.0
4986,enemy,8.0
11497,unfaithful girlfriend,1.0
14906,slave,28.0
161248,individuality,2.0
4326,theatre play,19.0
2779,flower shop,7.0
10254,clubbing,2.0
439,paradise,8.0
10963,theatrical producer,3.0
10964,eva braun,1.0
194576,julius caesar,14.0
160497,wrongful arrest,10.0
164478,candidate,3.0
208915,celebrity worship,2.0
8616,guru,10.0
10582,television producer,10.0
167915,hostess,5.0
2850,testament,3.0
170783,learning disability,1.0
170786,birth defect,1.0
170801,suit of armor,5.0
3770,listening,1.0
33756,deaf,17.0
158023,curiosity,6.0
203624,physical deformity,1.0
207673,freak,5.0
208666,dignity,5.0
4944,route 66,4.0
190349,chucky,2.0
190821,family curse,3.0
222049,school counselor,1.0
5737,book burning,3.0
222982,colour,1.0
10423,tour bus,5.0
817,bookshop,10.0
2433,jew persecution,12.0
3196,charade,1.0
3198,price,2.0
3206,story teller,3.0
33778,peekaboo,2.0
156166,mormon,11.0
194943,henchmen,4.0
2904,mummy,31.0
12666,darkside,2.0
155488,black cat,15.0
166862,severed hand,13.0
204102,gargoyle,1.0
214544,horror anthology,13.0
15084,skull,7.0
34051,team,7.0
161935,relic,3.0
166720,vampire slayer,5.0
178159,turning into a vampire,3.0
224795,drinking blood,2.0
41509,hate,13.0
159950,neo nazism,2.0
191726,nazism,17.0
215876,prison rape,2.0
10073,documentary,86.0
158606,pickup truck,5.0
208390,lgbt elderly,4.0
187,islam,20.0
171559,ridicule,1.0
171561,lawn mower,1.0
171563,deserted by husband,1.0
171570,black and white to color,4.0
33973,glam rock,2.0
154937,bisexual,10.0
174262,music journalism,1.0
174272,school uniform,1.0
174274, begins with text,1.0
174280,imaginary band,1.0
174281,baby left on doorstep,1.0
174283,fictional band,2.0
174286,down feather,1.0
3345,bahamas,8.0
10793,resort,11.0
5970,wrestling,33.0
155678,penis,17.0
4619,train accident,6.0
5643,prison warden,9.0
171587,stepford wife,2.0
189494,stepford,1.0
11053,punk rock,24.0
164353,bassist,1.0
164359,hanging from the ceiling,1.0
34268,rescue from drowning,4.0
34269,ostia italy,1.0
35554,movie starshrine,2.0
41557,shrine,3.0
163865,railway station,6.0
181958,starving,4.0
4432,gathering,6.0
188293,remembrance,5.0
215348,all star cast,2.0
2980,wiretap,3.0
9778,exploding building,7.0
18419,privacy,4.0
158938,baltimore maryland,6.0
227411,secret hideout,1.0
1526,home,19.0
8790,ant-hill,2.0
11539,grass,5.0
8527,exzentrik,1.0
1161,brazil,38.0
158642,long lost relative,2.0
158651,realism,7.0
9285,serbian,3.0
11872,atrocity,8.0
4258,lottery,14.0
12996,dogme 95,13.0
18187,family reunion,12.0
900,trailer park,14.0
3443,excrements ,2.0
3444,disgust,5.0
3445,dog dirt,2.0
11192,adult humor,20.0
5703,lizard,5.0
5704,giant lizard,5.0
158126,creature feature,19.0
159099,gojira,11.0
210614,monster movie,9.0
2771,octopus,19.0
11873,king kong,6.0
12369,tokyo japan,33.0
196425,giant ape,4.0
201956,giant octopus,5.0
204975,lost world,3.0
188280,sea voyage,4.0
234196,great ape,1.0
2465,rolling stone,2.0
5444,lonely hearts ad,7.0
166103,amazon rainforest,7.0
180549,deforestation,4.0
172455,fletch,1.0
172463,cabana,1.0
172466,country club,5.0
6556,talisman,2.0
8828,marvel comic,68.0
6134,automobile industry,5.0
181579,auto industry,3.0
211277,car factory,2.0
155724,home ownership,3.0
2736,fire engine,5.0
3289,villain,27.0
3518,ascot,1.0
3519,silicon valley,2.0
3520,zeppelin,3.0
3522,snowboarding,7.0
3523,microchip,4.0
3524,doping,6.0
3528,flooding,10.0
3535,pipeline,4.0
156095,british secret service,20.0
40957,police academy,9.0
7477,police everyday life,8.0
208260,commandant,2.0
6648,police headquarter,4.0
208335,miami beach,2.0
2206,piggy bank,3.0
6746,hamburger,8.0
3741,talk show,11.0
209047,raunchy,1.0
4652,bath house,4.0
14720,love affair,29.0
3769,voice,5.0
158471,carrier pigeon,4.0
1322,money delivery,7.0
33672,financial transactions,8.0
10115,snowman,10.0
162388,retribution,6.0
162392,spacecraft officer,1.0
162399,exploding ship,1.0
1949,pyramid,11.0
2226,exodus,3.0
6088,governance,10.0
157894,ancient egypt,10.0
183814,hebrew,4.0
186939,pharaoh,5.0
4333,theatre group,8.0
6521,theatre director,7.0
190531,speculative,2.0
190532,false history,4.0
5399,challenge,6.0
6223,change,9.0
217325,masses,1.0
15275,parade,9.0
201069,commercialism,3.0
10385,reindeer,7.0
1502,marshal,23.0
6816,gold mining town,1.0
189392,gold miner,2.0
1375,submachine gun,10.0
5386,tramp,9.0
5387,national guard,6.0
6112,firearm,13.0
3541,afghanistan,28.0
4269,war on freedom,5.0
5389,mujahid,2.0
161048,japanese food,1.0
2906,nile,5.0
3998,palace,15.0
175428,adventurer,10.0
15222,central america,7.0
14708,tears,10.0
33352,police car,11.0
155633,mahjong,2.0
163512,retirement community,2.0
163513,giving away money,1.0
163514,retirement home,3.0
163515,trespass,2.0
163516,defibrillation,2.0
163526,charter boat,3.0
172971,elderly,26.0
207105,space and aliens,1.0
207106,benign alien,1.0
207107,golden years,1.0
208737,rejuvenate,4.0
18011,pregnant woman,15.0
160946,expectant mother,8.0
161534,pregnant wife,10.0
163488,human alien,1.0
163491,human form,1.0
163497,ice cream sundae,1.0
163503,wife and husband lead actors,3.0
4610,comeback,12.0
5379,challenger,3.0
5394,rematch,1.0
6066,defeat,5.0
3861,loss of powers,4.0
5396,sibiria,4.0
2062,restart,17.0
2298,bankrupt,10.0
5397,street riots,3.0
5398,sponsorship,2.0
5400,champion,8.0
5402,boxing school,2.0
160887,based on game,3.0
2921,school friend,4.0
171427,whirlpool,1.0
171431,clothing store,4.0
171434,source music,3.0
171438,poetry recitation,2.0
171439,bribe,5.0
171442,clothing store owner,1.0
171443,reference to longfellow,2.0
171445,tutoring,2.0
10735,rape attempt,6.0
170468,grave digging,4.0
187236,submission,4.0
228402,defenseless woman,1.0
228403,police inaction,1.0
2063,taskmaster,4.0
8676,okinawa,5.0
8677,revanche,1.0
155023,self esteem,5.0
6211,fighter,34.0
228415,christmas bonus,1.0
228416,jello,1.0
182195,online dating,7.0
14552,ira,9.0
162917,police reporter,3.0
209063,motor neuron disease,2.0
7156,commander,7.0
8083,pacific,5.0
9897,rifle,29.0
11823,pacific island,14.0
160325,guadalcanal,2.0
169123,awol,8.0
232587,philosophic conflict,1.0
206364,anti authority,2.0
231149,mob,3.0
233296,students,3.0
236892,groupthink,1.0
11431,wrestler,13.0
14759,ape,14.0
158040,exotic pet,1.0
158041,team roping,1.0
173339,laughter,3.0
15161,rebellious daughter,5.0
15163,freeze frame,2.0
15164,custody,3.0
15165,school play,3.0
15166,photo shoot,8.0
5212,advancement,5.0
8077,benito mussolini,6.0
166113,marriage problems,13.0
158605,falling off horse,2.0
158607,horse riding accident,1.0
209077,flautist,1.0
10587,nottingham,1.0
33768,blind,22.0
209022,massage therapist,2.0
155169,american football star,3.0
1806,deserter,8.0
9980,toilet humor,4.0
8012,physicist,7.0
156169,backyard,1.0
156170,record album,2.0
156171,dawn,1.0
156172,geode,1.0
156173,eye gouging,5.0
156175,dead dog,2.0
156176,moth,6.0
156177,mud mask,1.0
156178,hand,5.0
181304,fly the insect,5.0
4753,to beam,1.0
11199,undercover cop,30.0
57990,garbage truck,2.0
167958,o'hare airport chicago,2.0
188112,bullet proof vest,2.0
213876,train tracks,2.0
177453,criminal defence lawyer,3.0
11541,surprise ending,27.0
11542,shock in the end,1.0
11545,leatherface,5.0
11547,slaughterhouse,9.0
33874,polaroid,3.0
230137,cannibals,1.0
9366,hammer,7.0
17973,skin,6.0
194884,psychos,1.0
33898,rock 'n' roll,5.0
221226,circuit board,2.0
233133,paranoiac,1.0
170335,whipping,13.0
344,inquisition,10.0
352,secret passage,6.0
161167,persecution,8.0
161258,franciscan,1.0
187316,burned at the stake,4.0
195889,poor,10.0
207046,murder mystery,28.0
229826,theological debate,1.0
6376,chat,2.0
5641,limousine,13.0
156849,large knife,2.0
1356,billard,8.0
206930,strippers,2.0
11399,marine,11.0
1530,temple,16.0
18142,catfight,3.0
156322,pretty woman,11.0
156393,aztec indian,2.0
209118,woman in peril,2.0
