,name,num
14956,wu shu,3.0
185018,autobiographical,7.0
206189,chinese culture,1.0
202409,chanbara,2.0
235261,abduction,7.0
204060,monarch,2.0
1269,energy policy,2.0
4368,nuclear power station,2.0
4605,maximum credible accident,1.0
226616,falsification,1.0
226617,nuclear accident,1.0
226618,picketing,4.0
226619,turbine,1.0
6124,incomes,1.0
181322,nitroglycerin,2.0
155819,val lewton,7.0
178856,folklore,9.0
238613,fear of intimacy,1.0
238715,unconsummated marriage,1.0
222343,sir lancelot,2.0
10489,water shortage,4.0
161318,enviromental,1.0
200760,premiere,1.0
227169,bomb shelter,2.0
227562,film in film,4.0
161219,consciousness,4.0
202371,aggressive,3.0
47021,bullet,7.0
189884,alexandre nevski,1.0
189885,alexander nevsky,1.0
9316,vlies,1.0
169637,immolation,1.0
1902,lisbon,6.0
5852,reims,1.0
211661,psychotic break,2.0
197283,feudal lord,1.0
227352,ayutthaya,1.0
227419,mass hanging,1.0
227420,water buffalo,1.0
210246,children's adventure,3.0
220601,treasure island,2.0
232126,long john silver,1.0
219988,riding a donkey,1.0
156321,tv movie,123.0
159936,dog tag,1.0
162014,marksman,1.0
162019,shot in the torso,2.0
162028,surrounded,2.0
162031,military uniform,1.0
162034,surrender,3.0
161217,pseudoscience,4.0
162587,magnet,3.0
166662,address book,1.0
190066,kurdish,3.0
11405,throatsinging,1.0
11406,tuva,1.0
190003,peanuts,4.0
235767,continuation war,2.0
9021,glaskugel,1.0
207887,late for work,1.0
221549,waterloo,1.0
198738,savage,2.0
12389,dirty tricks,3.0
167477,land mine,3.0
206690,mind and soul,7.0
207108,uncover truth,2.0
207110,mysterious character,1.0
228288,murders,3.0
160796,thuggee uprising,1.0
481,imperator,1.0
9803,dune,2.0
11162,miniseries,75.0
5567,würzburg,1.0
158278,remote control car,1.0
158135,shriekers,1.0
158139,tourist attraction,1.0
158141,toy car,2.0
158145,flaming arrow,3.0
191345,poverty row,3.0
196987,voodoo doll,2.0
238513,half brothers,1.0
192164,canadian border,1.0
209346,how to,1.0
11537,woman with gun,6.0
41373,dead man,3.0
162344,antidote,4.0
162685,blood transfusion,5.0
183203,destroying a car,1.0
183205,secret burial,1.0
183206,mortal wound,1.0
183214,new car,3.0
183215,short wave radio,1.0
180974,gold shipment,3.0
187253,way station,1.0
3715,man,7.0
17971,homeless shelter,2.0
201864,hostile,4.0
180533,japanese noir,9.0
215169,emaciation,1.0
41409,break in,7.0
165439,guard dog,1.0
202873,poor kid,1.0
234403,tarot reading,1.0
237126,in the walls,1.0
234356,nazi,5.0
14569,chameleon,2.0
163895,newsreel footage,3.0
190755,meaningless existence,1.0
209035,loss of sanity,1.0
8085,stockholm,6.0
177922,archipelago,1.0
177923,midsummer,3.0
6741,tourist guide,3.0
177895,dark fantasy,10.0
11660,hippie lifestyle,4.0
202407,unsimulated,1.0
185426,monterey pop festival,1.0
41411,vengeful ghost,13.0
194018,talent manager,2.0
10046,mecha,18.0
202314,robot fighting,2.0
155614,ramones,2.0
9666,street race,10.0
11799,reality spoof,2.0
6553,beatnik,7.0
207404,premature burial,1.0
168132,biker film,7.0
207727,summer theater,1.0
2059,cycle,1.0
2061,mortification,2.0
3743,season,6.0
172992,ghost child,6.0
190073,new apartment,1.0
170837,oakland athletics,1.0
170845,photo album,2.0
170850,show,5.0
208012,horror host,2.0
164726,character's journey shown on map,1.0
181086,tradesman,1.0
9539,nva,2.0
5619,tape,3.0
10933,new jersey devil,2.0
11613,live broadcast,3.0
11616,vhs,9.0
11665,handheld camera,7.0
11668,forensic psychiatrist,1.0
208117,lew harper,2.0
4569,gay night club,3.0
33432,male masturbation,3.0
174176,drugged drink,2.0
1658,frankfurt/oder,1.0
8793,ctx,1.0
158538,north korea,15.0
160224,post world war ii,19.0
1652,bread,4.0
10381,guitar duel,1.0
176127,open marriage,1.0
1624,vichy-régime,1.0
33813,secret life,4.0
179321,asian woman,2.0
200347,filmed on location,1.0
238586,bulletproof skin,1.0
238587,burlesque house,1.0
238588,electric power station,1.0
238589,gantry,1.0
238590,bazooka as police weapon,1.0
238591,flamethrower as police weapon,1.0
238592,narrated sequences,1.0
238593,bradbury building,1.0
238594,angel flight,1.0
238595,funicular railway,1.0
238596,los angeles river,1.0
238597,electrical experiment,1.0
188474,cosmetics,3.0
188475,enzyme,1.0
188476,women killing women,1.0
9335,royal navy,4.0
192001,sodom and gomorrah,1.0
8947,viertel,1.0
177144,everyman,1.0
4174,little red riding hood,7.0
4175,brothers grimm,3.0
6080,state,2.0
7147,todeskampf,1.0
5149,banishment,3.0
18454,compassion,5.0
180483,decree,1.0
180484,mercy,1.0
181087,american in the uk,2.0
190476,cotton gin,1.0
190477,cotton,2.0
208802,boating trip,1.0
7460,hiroshima,5.0
10189,dr. mabuse,1.0
223738,warring states period,1.0
7300,charles de gaulle,1.0
33466,button,4.0
173458,army life,5.0
191889,father child relationship,1.0
210541,apathy,3.0
210107,vow,2.0
211980,crying baby,2.0
208703,rebellious teenager,3.0
7944,manga,22.0
180996,counterfeit money,2.0
154794,royal court,6.0
2369,sinti and romanies ,3.0
181232,still birth,1.0
189895,depiction of god,2.0
33737,snake bite,5.0
6079,parliament,7.0
194921,sexual dysfunction,1.0
215982,zaragoza spain,1.0
215983,underwear manufacturer,1.0
172658,isolated house,5.0
173990,dostoevsky,3.0
156630,remote island,6.0
183225,reef,2.0
183239,attacked by a dog,2.0
183240,mute villain,1.0
199812,nobleman,4.0
224121,big game hunter,1.0
4341,bunraku,1.0
191001,war effort,2.0
164364,vacuum cleaner,2.0
174063,slip,1.0
209330,sociologist,1.0
180487,schoolboy,5.0
187261,general store,1.0
208747,septuagenarian,2.0
209342,ballroom,1.0
221692,rhumba,1.0
164664,marriage engagement,2.0
191585,high seas,1.0
11587,dummy,3.0
186727,nude fight,1.0
2216,hail,1.0
2218,temperature drop,2.0
2220,polar zone,3.0
2222,gulfstream,1.0
2223,barrier ice,2.0
2224,ice melting,4.0
2225,third world,5.0
1854,world of fasion,2.0
3904,griffon,1.0
221654,intergalactic travel,2.0
8133,lasagne,1.0
195032,garfield,7.0
186846,adaptation,15.0
207839,leper,1.0
183818,make up,3.0
176218,sketch artist,1.0
187614,small town girl,4.0
191107,andy hardy,6.0
208333,otter,1.0
208979,hebrides,1.0
11471,flash forward,3.0
233380,weekend getaway,1.0
196413,tower of london,1.0
229103,chinchilla foot,1.0
229104,playing flute,2.0
163175,basil rathbone,1.0
206311,pennsylvania coal miner,2.0
168867,grocery store,6.0
184706,electrician,1.0
156851,psychiatric ward,3.0
173137,secret lover,2.0
155743,telethon,1.0
223901,animated,1.0
161244,iwo jima,2.0
4195,nobel prize laureate,2.0
4196,resettlement,2.0
191150,interplanetary war,1.0
157141,vanity project,4.0
232898,bad movies,2.0
233061,camp classic,1.0
189402,crime investigation,3.0
177039,embroidery,2.0
221660,fortune hunter,1.0
162843,state fair,1.0
10905,big business,3.0
3721,health,22.0
15178,food industry,6.0
161956,mcdonald's restaurant,2.0
40898,racetrack,4.0
155502,racketeers,6.0
3315,radioaktivity,2.0
3318,paris orly,1.0
14808,scalping,5.0
188721,mandarin,4.0
188722,ore mine,1.0
191047,prison break,9.0
199399,infiltrate,2.0
33969,miser,2.0
8640,young prostitute,5.0
165871,showboat,2.0
165875,paddlewheel boat,1.0
190802,ivanhoe,1.0
180181,trapeze artist,5.0
184807,stutterer,1.0
215217,armless woman,1.0
235594,bareback rider,1.0
235595,legless man,1.0
235596,poisoned drink,1.0
235597,pseudo-hermaphrodite,1.0
235598,bearded lady,1.0
235599,microcephalics,1.0
235600,controversial film,1.0
235601,human skeleton,1.0
11285,reference to hitler,2.0
180797,navigator,2.0
6269,gymnasium,4.0
7864,pleite,1.0
8679,fitness-studio,1.0
1846,craftsman,1.0
3013,jfk international airport,1.0
2689,dementia,7.0
15224,candle,7.0
68648,mailbox,2.0
10987,cgi,17.0
156240,mortal danger,4.0
156241,dying world,1.0
156245,mysterious force,1.0
207113,foursome,1.0
8658,che guevara,5.0
193537,stage performance,4.0
157935,apple computer,5.0
161159,bill gates,1.0
161160,steve jobs,4.0
161161,microsoft,1.0
40829,political activist,2.0
181102,east timor,2.0
181104,fourth estate,1.0
181105,media coverage,3.0
155651,fall in love,5.0
11412,female prisoner,9.0
5308,aftermath,1.0
178913,philadelphia experiment,2.0
9318,rollerskates,3.0
12189,extreme sports,3.0
5983,pizza boy,4.0
158185,collie dog,3.0
5146,genghis khan,5.0
186692,dr. fu manchu,1.0
191029,marrying money,1.0
155512,saloon owner,4.0
2834,room,6.0
11175,lamb,2.0
157772,pretension,1.0
204021,leo tolstoy,1.0
166788,illegal fistfight,1.0
166800,pool cue,1.0
166801,streetfighting,2.0
166802,prizefighting,2.0
166816,bare knuckle fighting,3.0
234894,arcade game,1.0
234895,universal translator,1.0
188285,ransom note,2.0
222344,guinevere,1.0
167250,teleprompter,1.0
167254,gang warfare,5.0
185281,news spoof,2.0
196691,step sister,2.0
221039,modern fairy tale,8.0
220903,humanoid robot,2.0
2174,maquiladora,1.0
203113,collision,4.0
211254,sancho panza,2.0
162757,singing cowboy,1.0
188016,seamstress,2.0
188017,hanging posse,1.0
5867,caravan,5.0
18520,though guy,3.0
33779,rail car,1.0
10843,superheroine,4.0
11738,evil corporation,8.0
18933,catwoman,4.0
180734,masked superhero,4.0
236969,cat lady,1.0
7020,bodybuilding,6.0
9562,nervenklinik,1.0
324,portugal,9.0
10247,nuclear holocaust,13.0
184161,iron lung,2.0
187319,wagon,2.0
13007,spoon,3.0
208155,hunting party,2.0
8008,pilgrim,3.0
195784,optometrist,1.0
161194,estranged father,6.0
189150,incurable disease,2.0
161000,shrapnel,2.0
191079,argentine family,1.0
181081,little girl lost,2.0
171749,reference to ed mcmahon,1.0
181036,freckles,1.0
193996,cole porter,1.0
172712,nome alaska,2.0
159289,historical event,5.0
7239,kosovo,1.0
4645,palermo,2.0
4647,bourbon,1.0
4648,naples,8.0
4649,opportunist,1.0
170223,corporal punishment,2.0
188181,bushido,2.0
207770,stomach,1.0
161508,iconography,2.0
184345,neorealism,6.0
208108,arms smuggling,1.0
197642,fighter ace,1.0
193707,nouveau riche,1.0
8159,iraq war veteran,5.0
226869,scorsese,1.0
214778,beach volley,1.0
180183,police officer shot,3.0
184759,playing gin,1.0
184760,gin rummy,1.0
33459,filing,1.0
33460,credit,3.0
230999,severed finger,1.0
46955,implant,4.0
176253,oil rig ,5.0
188179,soaked clothes,1.0
207560,thunderbirds,3.0
220979,aura,1.0
233324,village council,1.0
1945,lethargy,1.0
185005,battle of the bulge,4.0
197643,slave owner,3.0
186212,medal of honor,2.0
221285,occupied france,3.0
7080,petrol station robbery,1.0
8132,hooligan,15.0
167631,munchies,1.0
167656,rich parents,2.0
167663,car siren,1.0
1378,laserpointer,1.0
10039,racing,12.0
194789,chautauqua,1.0
4497,universal exhibition,2.0
8086,crop duster,4.0
179574,race car driver,7.0
190190,rich girl,2.0
156769,three card monte,1.0
213450,summer holiday,1.0
178719,wuxia fiction,1.0
184656,wuxia,15.0
11200,look-alike,11.0
9699,crushed,1.0
9700,living machine,2.0
175949,catholic guilt,3.0
6068,influence,2.0
1880,mobile phone,17.0
4850,computer war,2.0
9415,wimbledon,1.0
11033,first lady,4.0
11113,shot in the back,12.0
11518,sexual tension,5.0
15261,erased memory,4.0
158525,guajira peninsula,1.0
158527,leper colony,2.0
158529,biochemist,2.0
6581,surrey,2.0
33615,cricket bat,1.0
33616,broken bottle,1.0
50009,survival horror,9.0
155479,british pub,1.0
233944,you've got red on you,1.0
214514,alcoholics anonymous,1.0
207679,troma,2.0
225156,concert tour,1.0
191574,cobra,10.0
176706,broken mirror,4.0
219370,human duplication,1.0
33477,shore,2.0
41579,flour,1.0
203102,robinson crusoe,6.0
232459,echo,1.0
3880,snuff,11.0
7909,porno scene,4.0
161350,sex industry,1.0
10522,wall crawling,3.0
10534,pumpkins,1.0
6195,discovery of america,2.0
6453,the new world,1.0
189558,christopher columbus,4.0
8075,filmteam,3.0
184402,missing,7.0
210856,amazon tribe,6.0
168110,ledge,2.0
15325,universe,3.0
197526,enviroment,1.0
202692,issues,2.0
163764,death of brother,7.0
207739,music school,2.0
1242,war against terror,5.0
3837,failure,7.0
210610,world politics,1.0
218032,mass destruction,2.0
146946,death in family,4.0
17974,makeup,2.0
6555,stage fright,1.0
4847,historian,6.0
201725,strong,2.0
164525,reference to the beatles,1.0
14941,martial artist,7.0
195847,kids in peril,1.0
202494,panthers,1.0
171119,electro shock,2.0
41610,saint,5.0
172980,catatonia,2.0
172998,remake of japanese film,2.0
173957,post it,1.0
173959,machinist,3.0
173960,cleaning bathroom tile,1.0
173966,osha,1.0
173974,manhole,2.0
173983,mother's day,4.0
173986,losing weight,2.0
173989,old photograph,1.0
41246,tailor,3.0
9229,grandparents,8.0
13000,based on short film,12.0
157375,bludgeoning,2.0
5711,indianapolis,1.0
5718,recording studio,6.0
7335,lawsuit,5.0
192381,maria callas,1.0
41312,chute,1.0
41314,trestle,1.0
6050,criticism and blame,2.0
189475,indiana university,1.0
195999,sexologist,1.0
8368,filmdreh,2.0
41230,body possession,3.0
5348,to drop brick,2.0
158512,kashmir conflict,3.0
204222,spongebob,2.0
347,aristotle,1.0
166950,indoctrination,2.0
191317,anti establishment,3.0
10674,film grammar,2.0
9606,sexchat,1.0
159480,fabergé egg,1.0
159488,dutch eastindian company,1.0
159490,second,1.0
159491,part,1.0
159497,goon,6.0
162085,loss of friend,10.0
174871,fast motion scene,3.0
41239,gag humor,1.0
41241,bellhop  ,4.0
195550,entourage,2.0
192190,mailroom,2.0
192395,patsy,1.0
200510,gate,2.0
209347,furlough,2.0
187212,portrait painting,3.0
196546,homefront,1.0
227379,rationing,2.0
184274,knife murder,1.0
4673,consumption,4.0
15015,dying wish,2.0
238795,abused wife,1.0
190287,life after death,3.0
181471,railyard,1.0
181472,reference to sherlock holmes,1.0
181476,banana peel,1.0
181479,pearls,1.0
181485,chase on train roof,1.0
221966,ballet performance,1.0
34262,infatuation  ,3.0
185952,baseball stadium,2.0
188317,streetcar,4.0
193919,newsreel cameraman,1.0
196899,heroic rescue,2.0
197757,public pool,2.0
237169,newsreel office,1.0
193262,jester,2.0
1935,wind,4.0
209197,unlikely hero,2.0
238540,steamboat captain,1.0
238541,hat shopping,1.0
238542,classic sight gag,1.0
238543,falling building,1.0
238544,violent storm,1.0
208306,teetotaler,1.0
7499,zeh,1.0
193261,draw bridge,3.0
5254,remoteness,3.0
5255,hygiene,2.0
15071,centenarian,3.0
193110,locked room,2.0
234111,refuge,1.0
10900,rasputin,4.0
173643,russian history,2.0
4026,anemia,1.0
206191,stardom,2.0
191198,new york society,1.0
212436,anubis,2.0
158950,hard times,3.0
233445,show girls,1.0
236392,inhuman creatures,1.0
194846,night club owner,2.0
236286,riding the rails,1.0
236287,freighthopping,1.0
236288,garbage dump dwellers,1.0
172628,fear of cats,2.0
173139,preserved corpse,2.0
195858,satan worship,1.0
225961,bus crash,3.0
234417,newlyweds,5.0
238512,prisoner of war,1.0
193511,scarlet pimpernel,2.0
197928,laurel and hardy,10.0
220106,marching,1.0
231021,saying goodbye,2.0
238210,enlistment,1.0
238211,scottish army,1.0
238218,beehives,1.0
238219,dancing while working,1.0
238220,frying a fish,1.0
6582,moonlight,2.0
186808,tuba player,1.0
11594,mississippi river,2.0
159459,new year's eve party,3.0
199904,schooner,1.0
14850,deep focus,3.0
14861,knifing,1.0
14866,doorman,2.0
14867,knife wound,3.0
14870,street urchin,1.0
192413,milquetoast,2.0
235228,lookalikes,1.0
236891,beautiful princess,1.0
195729,stage play,5.0
160814,stubbornness,3.0
192311,social class,7.0
212059,college professor,5.0
236379,punch and judy,1.0
237377,christmastime,2.0
237462,wealthy family,2.0
197111,rubies,1.0
209409,abraham lincoln,8.0
193506,wildcatter,1.0
180791,flower garden,1.0
188623,runyonesque characters,1.0
188624,zinnia,1.0
188625,watermelon,2.0
191406,thomas edison,2.0
11482,republican,1.0
195910,encylopedia,1.0
195911,night club performer,1.0
184497,maternity ward,3.0
199081,panama canal,1.0
154123,irish american,5.0
215593,benefactor,1.0
191145,stage mother,1.0
160063,nazi spy,4.0
206981,vaudeville performer,1.0
213800,tail coat,1.0
160881,navy lieutenant,2.0
157151,astrology,1.0
156623,trapeze,6.0
197122,cover girl,1.0
236626,adult child friendship,2.0
237011,eccentric woman,1.0
237012,gift of ring,1.0
180486,schoolmaster,1.0
193663,marly horse,3.0
154856,fox hunt,2.0
33514,clue,4.0
7154,tatars,1.0
228357,zar,1.0
208040,cotton picker,1.0
235834,concert violinist,1.0
6981,connecticut,8.0
195693,convert,1.0
230963,supreme court justice,1.0
44443,eating,5.0
172272,tortured to death,2.0
6253,ignorance,3.0
155554,semi-documentary,5.0
156032,gascon,1.0
2031,orpheus,3.0
190883,horse trainer,2.0
190884,seabiscuit,1.0
10991,annie oakley,2.0
18105,sharpshooter,5.0
209218,summer stock,1.0
12433,gunsmith,2.0
157296,bankruptcy,5.0
180482,kyoto japan,3.0
186527,locked in,4.0
186370,close-up,5.0
230915,trench warfare,1.0
2318,choir,4.0
10760,barker,3.0
197808,fairground,2.0
160198,rodan,6.0
191346,nuclear power,1.0
161233,transatlantic,2.0
191814,past life,1.0
10960,food poisoning,4.0
208642,drive in classic,1.0
188723,foxhole,1.0
4397,kanibalismus,5.0
204404,colonial india,4.0
191720,travelling players,1.0
166726,female villain,1.0
212001,hormone therapy,1.0
4525,incognito,1.0
186712,housing development,2.0
3865,employment agency,1.0
198096,miss marple,4.0
181112,secret past,2.0
207658,secretary of state,1.0
208417,newsboy,1.0
214891,shogunate,3.0
156231,trombones,1.0
9089,import,1.0
190089,faith tested,1.0
180099,beatnicks,3.0
180795,cattle baron,2.0
195687,airline pilot,2.0
226106,mind games,2.0
185458,archbishop,1.0
234901,family secret,1.0
6942,schilf,1.0
6943,bamboo hut,1.0
196557,mission to mars,3.0
200148,inbreeding,2.0
2263,algerian,4.0
15292,hanged man,4.0
4463,icon,4.0
33487,burden,1.0
33488,beast of burden,1.0
33489,transcendence,2.0
54613,purity,1.0
155461,shark repelent,1.0
233981,formula one,6.0
5951,sudan,4.0
10458,hands,1.0
6716,galier,9.0
8116,gallien,1.0
8493,asterix,3.0
5286,bob dylan,2.0
193749,folk,1.0
219892,donovan,1.0
210399,steel,1.0
232083,bleeding from eyes,1.0
232084,hanged girl,1.0
184392,psychedelic,9.0
213891,abstract,2.0
193828,southern literature,1.0
14648,parent,7.0
7479,vorstrafe,1.0
3718,adult,10.0
10431,hardcore,5.0
34141,devout,2.0
163410,pickaxe,1.0
181957,hard labor,3.0
189435,communist party,4.0
189436,voted out,1.0
189437,cigarette case,1.0
195719,wings,5.0
12994,bordello,3.0
203502,gamera,7.0
225796,giant turtle,7.0
225826,expo70,1.0
225827,world's fair,2.0
6677,knee,1.0
4243,black panthers,4.0
159346,deceit,11.0
187257,yankee,2.0
33447,banned film,4.0
161314,king louis xiii,2.0
4205,travelling person,6.0
227038,abc movie of the week,1.0
227039,dangerous driving,1.0
227040,eighteen wheeler,1.0
227041,locked bumpers,1.0
227042,overheating,1.0
227043,railroad crossing,1.0
204204,identity theft,4.0
221186,clumsy,1.0
18256,spiritual,2.0
166467,surrealist,4.0
201680,mystical,2.0
202291,totem,1.0
159783,labor strike,3.0
225410,hippies,4.0
227897,cleavage,4.0
172365,magic trick,5.0
231174,head split in half,1.0
3793,road traffic,3.0
8795,messe,2.0
164044,alcoholic drink,6.0
221189,suburban,3.0
221882,gothic romance,1.0
155809,riding the rail,2.0
163221,failing marriage,5.0
203579,report,1.0
191194,shakespearean actor,1.0
157064,circular saw,4.0
199518,corrupt,2.0
219405,driving in reverse,1.0
231013,australian horror,3.0
190057,simulated sex,1.0
155712,grand theft auto,2.0
155713,car robbery,2.0
156535,militarism,1.0
156538,carpet bombing,1.0
202335,alchemist,4.0
156766,depression era,2.0
10827,open relationship,7.0
10238,red baron,1.0
5830,barbados,1.0
6916,kommunistischer widerstand,1.0
33580,children's rights,2.0
210615,children in communities,1.0
210616,children's experiences,1.0
193009,soviet military,2.0
193662,soldier on leave,1.0
199373,life during wartime,1.0
194583,harlan county war,1.0
222478,miners strike,1.0
12995,historical fiction,5.0
197284,mohammed,2.0
160543,semiautomatic pistol,3.0
160556,sleeping car,1.0
11865,sex outdoors,2.0
155263,dildo,4.0
209996,abba,1.0
188683,sherlock holmes spoof,2.0
196110,social drama,2.0
181321,transport,2.0
181323,oil company,1.0
181325,dangerous mission,2.0
226594,investigative reporter,1.0
226595,launchpad,1.0
211473,napa valley,1.0
619,rivendell,1.0
195304,grapes,1.0
159913,armored car robbery,4.0
160912,fictional country,3.0
9926,rastafarian,1.0
215773,class discrimination,1.0
189383,yellow cab,1.0
166735,crossbow,5.0
208856,flame thrower,3.0
234538,molotov cocktail,1.0
173131,strobe light,3.0
222891,dsytopia,1.0
1358,colour-blindness,1.0
161274,centerfold,1.0
161275,hugh hefner,1.0
161630,nascar,4.0
186376,polish stereotype,1.0
190326,twilight zone,2.0
15285,spin off,13.0
196377,sci-fi comedy,2.0
175388,killer santa claus,8.0
11161,paedophilia,2.0
214484,redhead girl,1.0
210229,taoism,1.0
190430,phillipines,3.0
6511,alone,12.0
4928,bait,4.0
10412,sensation,1.0
201986,goo,1.0
201990,miners,2.0
177770,american embassy,1.0
13029,brief,1.0
8494,obelix,1.0
215575,invincibles,1.0
12417,tow truck,2.0
2922,suburbian idyll,3.0
8914,schnaps,1.0
207242,dance act,1.0
9288,triade,2.0
9044,amphibie,2.0
6904,spur,2.0
10995,elope,1.0
10997,hell storming,1.0
155649,arthouse,8.0
201834,avocado jungle,1.0
177316,circus tent,1.0
177317,ice cream truck,2.0
177321,lovers lane,2.0
177329,shadow puppet,2.0
177334,drinking straw,1.0
177339,pie in the face,1.0
191327,evil clown,5.0
12552,alice in wonderland,12.0
200298,surrealistic,2.0
234552,talking meat,1.0
182282,baking,4.0
188748,talking cat,6.0
188839,courier service,1.0
188840,delivery service,1.0
6109,raw materials,1.0
6698,mondbasis,1.0
221290,police procedural,5.0
188729,yen,1.0
10764,crack cocaine,3.0
207750,cabin boy,1.0
41601,modern china,4.0
182599,technicolor,3.0
212020,illicit love,1.0
8101,night train,3.0
155876,reenactment,10.0
185307,mohsen makhmalbaf,1.0
185308,tehran iran,3.0
232586,cineaste,1.0
33739,molestation,2.0
203142,poor class,1.0
173534,puppy love,3.0
176666,film camera,2.0
188733,adoptee,1.0
156596,no dialogue,7.0
181544,desolation,6.0
209798,mother earth,1.0
17970,tranksgiving,1.0
190140,blacklist,3.0
158951,life imitates art,2.0
190696,typhoon,2.0
11211,jewish american,2.0
161655,reference to houdini,1.0
196717,shirtless men,3.0
196895,eating out,1.0
196896,making breakfast scene,1.0
196900,pink cadillac,1.0
196901,shopping montage,2.0
222667,re-release,2.0
206184,runaway teen,4.0
191146,amazon women,7.0
173775,captain america,7.0
8974,soccer field,3.0
10178,step son,4.0
155840,boxing promoter,2.0
206210,josip broz tito,1.0
206681,docufiction,1.0
11529,conservatism,2.0
154780,buxom,4.0
157795,groping,1.0
159287,gas mask,7.0
15113,adult lives at home,1.0
15114,nasty neighbor,1.0
8860,imperial court,2.0
9115,weisheit,1.0
10519,freshman,6.0
8150,revier,1.0
154950,venice beach california,4.0
184167,polio,5.0
169229,sports league,2.0
2071,caribbean islands,4.0
196499,best man,3.0
167040,airplane trip,2.0
184984,native american tribe,2.0
188845,violin maker,1.0
188846,grade,1.0
5053,energiestrahlenwaffe,2.0
156202,late night,4.0
158750,female agent,4.0
160334,hate group,2.0
186792,barroom brawl,3.0
223688,court-métrage,1.0
181122,forced to drive,1.0
181123,stunt driver,1.0
212606,witness elimination,2.0
15256,cyberspace,2.0
9518,nationalbank,1.0
225014,top model,1.0
177493,stock market,9.0
226257,investment banker,3.0
1777,ford taunus,2.0
1779,mercedes benz,3.0
1781,mallorca,4.0
1782,thumb,3.0
203702,mr. freeze,1.0
230775,batman,9.0
194255,bradley fighting vehicle,1.0
194256,u.s. department of defense,1.0
209194,addams family,1.0
10448,purgatory,3.0
232783,pohjanmaa,2.0
158774,terrorist attack,8.0
179569,terrorist bombing,2.0
228600,cyanide pill,1.0
155238,hijack,13.0
161395,alchemy,4.0
9537,joker,7.0
202526,lex luthor,4.0
157902,psychological,12.0
9469,burschikos,1.0
9480,heilig,1.0
9481,dophin,1.0
184546,jumping from a window,1.0
13121,essex,3.0
13122,range rover,2.0
10955,wedding party,5.0
220203,gender differences,2.0
226774,father son conflict,8.0
191647,vent,1.0
4224,singapur,1.0
12446,another dimension,10.0
199600,call,5.0
158871,women in prison,13.0
161675,save the neighborhood,4.0
227427,learning the truth,1.0
227428,female serial killer,2.0
227429,crying male,1.0
18339,human rights,6.0
172958,mistake of law,1.0
2324,bulimia,6.0
10631,stockbroker,4.0
8976,fußballwette,2.0
205966,family planning,1.0
3401,drum,2.0
14588,disillusionment,2.0
156824,metronome,3.0
159944,recording,6.0
160841,oven,3.0
162413,wood chopping,4.0
164061,hospital bed,3.0
167609,jumping on a bed,2.0
168879,listening to music,3.0
185644,chief of police,2.0
200425,stove,3.0
204390,cosmos,1.0
206978,nightshirt,2.0
209517,messenger,3.0
209911,shoemaker,3.0
215010,contemplative cinema,4.0
215052,sarkad hungary,1.0
215054,restraining order,1.0
215061,fleeing,1.0
215071,musical tones,1.0
215073,musical notes,2.0
215074,errand,1.0
215076,death of uncle,1.0
221172,russian occupation,1.0
2934,german-german border,3.0
6217,coercion,3.0
3396,probation assistant ,3.0
224673,king ghidorah,2.0
224674,ghidorah,1.0
198343,observation,1.0
3627,techno,4.0
194341,cube,3.0
6199,dressmaker,4.0
9046,leere,3.0
7210,weltbevölkerung,1.0
202661,destination,1.0
202666,unfaithful,2.0
180981,package,3.0
6614,website,8.0
190527,incomprehensible plot,1.0
212649,bad father,1.0
156193,ice block,2.0
162300,government cover-up,3.0
192044,ju-on,2.0
200460,connected,1.0
179436,pancho villa,3.0
41364,pacifist,5.0
162275,set up,2.0
15278,prison sentence,3.0
156219,prison riot,7.0
236343,orphan siblings,1.0
12367,female assassin,5.0
192279,american history,6.0
6701,verdun,1.0
14540,death by accident,12.0
164657,perfectionist,6.0
228360,roomate,1.0
8498,elite unit,3.0
33787,tower,6.0
5486,toledo,1.0
198136,cosmonaut,2.0
209701,tv crew,1.0
237392,dead body in water,1.0
11829,infertility,5.0
199364,rehab,3.0
5776,egomania,3.0
3364,sushi restaurant,2.0
159544,south hypnosis,1.0
8695,bestie,2.0
3628,daywalker,1.0
231556,inuyasha,1.0
160153,dead,5.0
182223,iraq veteran,6.0
218121,murder of a police officer,1.0
198923,saints,1.0
5896,galicia,2.0
5897,bathing accident,1.0
5955,boy's choir,4.0
8975,ardennen,1.0
1450,shepherd,12.0
3361,vagabund,5.0
4718,gobi desert,3.0
4719,mongolia,4.0
4722,yurt,1.0
5250,red sea,1.0
226037,dead bird,1.0
10729,car salesman,3.0
192742,vehicles,1.0
208273,sale,2.0
46953,speedo,1.0
201870,invite,1.0
201871,dare,3.0
7542,foreign worker,5.0
194121,underemployment,1.0
225162,south american,1.0
228181,sexual initiation,1.0
33640,democracy,9.0
593,globalization,6.0
2810,anti-globalisation activist,2.0
5654,discussion,5.0
6123,global economy,8.0
6407,speaker,1.0
6743,general agreement on tariffs and trade,1.0
6744,world trade organisation,1.0
6747,recycling,3.0
2410,choirmaster,1.0
192698,shinobi no mono,1.0
8773,eastend,1.0
8826,polka,2.0
2006,extremsport,1.0
2195,scrabble,1.0
161218,theology,3.0
161220,quantum mysticism,1.0
161221,fantasy docudrama,1.0
180440,totalitarian,2.0
202550,substance,1.0
202551,schizophrenic,2.0
202553,condition,1.0
188656,friendly fire,1.0
